id,city,country,job_title,primary_skills,secondary_skills,experience_lower,experience_upper,all_skills,skill_metadata,location,job_text
4390,,united states,aws data lead,"sql, snowflake, devops solutions, python, amazon glue",aws paas,0,0,"sql, snowflake, devops solutions, python, amazon glue, aws paas","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}",united states,"job posting job title: aws data lead location: united states primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: aws paas experience: 0 - 0 years"
4938,,united states,datastage engineer,"sql, ibm infosphere datastage suite",safe- agile sw engineering (ase),0,0,"sql, ibm infosphere datastage suite, safe- agile sw engineering (ase)","{""sql"": {""category"": ""primary""}, ""ibm infosphere datastage suite"": {""category"": ""primary""}, ""safe- agile sw engineering (ase)"": {""category"": ""secondary""}}",united states,"job posting job title: datastage engineer location: united states primary skills: sql, ibm infosphere datastage suite secondary skills: safe- agile sw engineering (ase) experience: 0 - 0 years"
4631,,australia,analyst - voice,terraform,,0,0,terraform,"{""terraform"": {""category"": ""primary""}}",australia,job posting job title: analyst - voice location: australia primary skills: terraform secondary skills: experience: 0 - 0 years
2977,noida,india,datastage senior engineer,"sql, unix shell scripting, ibm infosphere datastage suite",,0,0,"sql, unix shell scripting, ibm infosphere datastage suite","{""sql"": {""category"": ""primary""}, ""unix shell scripting"": {""category"": ""primary""}, ""ibm infosphere datastage suite"": {""category"": ""primary""}}","noida, india","job posting job title: datastage senior engineer location: noida, india primary skills: sql, unix shell scripting, ibm infosphere datastage suite secondary skills: experience: 0 - 0 years"
4287,,japan,informatica mdm lead,"sql, informatica mdm, oracle pl/sql, python",mysql,0,0,"sql, informatica mdm, oracle pl/sql, python, mysql","{""sql"": {""category"": ""primary""}, ""informatica mdm"": {""category"": ""primary""}, ""oracle pl/sql"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",japan,"job posting job title: informatica mdm lead location: japan primary skills: sql, informatica mdm, oracle pl/sql, python secondary skills: mysql experience: 0 - 0 years"
5359,noida,india,azure data engineer,"sql, azure data factory (adf)",devops-api_teamcity,0,0,"sql, azure data factory (adf), devops-api_teamcity","{""sql"": {""category"": ""primary""}, ""azure data factory (adf)"": {""category"": ""primary""}, ""devops-api_teamcity"": {""category"": ""secondary""}}","noida, india","job posting job title: azure data engineer location: noida, india primary skills: sql, azure data factory (adf) secondary skills: devops-api_teamcity experience: 0 - 0 years"
5243,,india,associate finance - ap/banking,,,0,0,,{},india,job posting job title: associate finance - ap/banking location: india primary skills: secondary skills: experience: 0 - 0 years
3972,,china,proactive china fte,"react, javascript, java",,0,0,"react, javascript, java","{""react"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",china,"job posting job title: proactive china fte location: china primary skills: react, javascript, java secondary skills: experience: 0 - 0 years"
3299,,romania,"developer with javascript,react,java romania","react, javascript, java",,0,0,"react, javascript, java","{""react"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}",romania,"job posting job title: developer with javascript,react,java romania location: romania primary skills: react, javascript, java secondary skills: experience: 0 - 0 years"
3006,noida,india,aws data lead,"sql, snowflake, devops solutions, python, amazon glue",aws paas,0,0,"sql, snowflake, devops solutions, python, amazon glue, aws paas","{""sql"": {""category"": ""primary""}, ""snowflake"": {""category"": ""primary""}, ""devops solutions"": {""category"": ""primary""}, ""python"": {""category"": ""primary""}, ""amazon glue"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}","noida, india","job posting job title: aws data lead location: noida, india primary skills: sql, snowflake, devops solutions, python, amazon glue secondary skills: aws paas experience: 0 - 0 years"
DFS__DFS__2025__2577450,lucknow,india,associate consultant,sap basis,,0,0,sap basis,"{""sap basis"": {""category"": ""primary""}}","lucknow, india","job posting job title: associate consultant location: lucknow, india primary skills: sap basis secondary skills: experience: 0 - 0 years"
4676,manila,philippines,kotlin senior developer with java,"kotlin, java",aws paas,0,0,"kotlin, java, aws paas","{""kotlin"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""aws paas"": {""category"": ""secondary""}}","manila, philippines","job posting job title: kotlin senior developer with java location: manila, philippines primary skills: kotlin, java secondary skills: aws paas experience: 0 - 0 years"
5279,noida,india,"technical lead with react, javascript, node","web development_javascript, react.js, node.js",python programming,0,0,"web development_javascript, react.js, node.js, python programming","{""web development_javascript"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""node.js"": {""category"": ""primary""}, ""python programming"": {""category"": ""secondary""}}","noida, india","job posting job title: technical lead with react, javascript, node location: noida, india primary skills: web development_javascript, react.js, node.js secondary skills: python programming experience: 0 - 0 years"
3254,,israel,"designer with javascript,cad design skills,jquery israel","cad design skills, javascript, jquery",,0,0,"cad design skills, javascript, jquery","{""cad design skills"": {""category"": ""primary""}, ""javascript"": {""category"": ""primary""}, ""jquery"": {""category"": ""primary""}}",israel,"job posting job title: designer with javascript,cad design skills,jquery israel location: israel primary skills: cad design skills, javascript, jquery secondary skills: experience: 0 - 0 years"
5206,taguig,philippines,"developer react.js,angular,java","angular, react.js, java",,0,0,"angular, react.js, java","{""angular"": {""category"": ""primary""}, ""react.js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","taguig, philippines","job posting job title: developer react.js,angular,java location: taguig, philippines primary skills: angular, react.js, java secondary skills: experience: 0 - 0 years"
1884,,switzerland,"tech lead java, node.js, microservices","microservices, node.js, amazon web services (aws), java",mysql,0,0,"microservices, node.js, amazon web services (aws), java, mysql","{""microservices"": {""category"": ""primary""}, ""node.js"": {""category"": ""primary""}, ""amazon web services (aws)"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",switzerland,"job posting job title: tech lead java, node.js, microservices location: switzerland primary skills: microservices, node.js, amazon web services (aws), java secondary skills: mysql experience: 0 - 0 years"
1992,,italy,"tech lead java, node.js, microservices","microservices, node.js, amazon web services (aws), java",mysql,0,0,"microservices, node.js, amazon web services (aws), java, mysql","{""microservices"": {""category"": ""primary""}, ""node.js"": {""category"": ""primary""}, ""amazon web services (aws)"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",italy,"job posting job title: tech lead java, node.js, microservices location: italy primary skills: microservices, node.js, amazon web services (aws), java secondary skills: mysql experience: 0 - 0 years"
5170,,india,c# sr. developer with devops,"c#, azure devops, .net",,0,0,"c#, azure devops, .net","{""c#"": {""category"": ""primary""}, ""azure devops"": {""category"": ""primary""}, "".net"": {""category"": ""primary""}}",india,"job posting job title: c# sr. developer with devops location: india primary skills: c#, azure devops, .net secondary skills: experience: 0 - 0 years"
3290,,india,"developer ios,android,java","ios, android, java",hp ux,0,0,"ios, android, java, hp ux","{""ios"": {""category"": ""primary""}, ""android"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""hp ux"": {""category"": ""secondary""}}",india,"job posting job title: developer ios,android,java location: india primary skills: ios, android, java secondary skills: hp ux experience: 0 - 0 years"
1868,,lithuania,"tech lead java, node.js, microservices","microservices, node.js, amazon web services (aws), java",mysql,0,0,"microservices, node.js, amazon web services (aws), java, mysql","{""microservices"": {""category"": ""primary""}, ""node.js"": {""category"": ""primary""}, ""amazon web services (aws)"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}",lithuania,"job posting job title: tech lead java, node.js, microservices location: lithuania primary skills: microservices, node.js, amazon web services (aws), java secondary skills: mysql experience: 0 - 0 years"
2140,,united states,"developer java, microservices, vuejs","microservices, vue js, java",gear design,0,0,"microservices, vue js, java, gear design","{""microservices"": {""category"": ""primary""}, ""vue js"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""gear design"": {""category"": ""secondary""}}",united states,"job posting job title: developer java, microservices, vuejs location: united states primary skills: microservices, vue js, java secondary skills: gear design experience: 0 - 0 years"
5220,dubai,united arab emirates,"developer ios,android,java","ios, android, java",,0,0,"ios, android, java","{""ios"": {""category"": ""primary""}, ""android"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}}","dubai, united arab emirates","job posting job title: developer ios,android,java location: dubai, united arab emirates primary skills: ios, android, java secondary skills: experience: 0 - 0 years"
5171,,india,cr - fellow (dfs),hp ux,java,0,0,"hp ux, java","{""hp ux"": {""category"": ""primary""}, ""java"": {""category"": ""secondary""}}",india,job posting job title: cr - fellow (dfs) location: india primary skills: hp ux secondary skills: java experience: 0 - 0 years
1886,dubai,united arab emirates,"tech lead java, node.js, microservices","microservices, node.js, amazon web services (aws), java",mysql,0,0,"microservices, node.js, amazon web services (aws), java, mysql","{""microservices"": {""category"": ""primary""}, ""node.js"": {""category"": ""primary""}, ""amazon web services (aws)"": {""category"": ""primary""}, ""java"": {""category"": ""primary""}, ""mysql"": {""category"": ""secondary""}}","dubai, united arab emirates","job posting job title: tech lead java, node.js, microservices location: dubai, united arab emirates primary skills: microservices, node.js, amazon web services (aws), java secondary skills: mysql experience: 0 - 0 years"
